_id,id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
67e7613d1e62450149b1a734,28786,Male,57,1,41.0,0,1-2 Year,No,2630.0,152.0,218,0
67e760a81e62450149b16ce3,13857,Female,22,1,7.0,1,< 1 Year,No,53653.0,152.0,208,0
67e7605d1e62450149b152e6,7204,Male,31,1,30.0,0,< 1 Year,No,27278.0,152.0,111,0
67e760b01e62450149b1702d,14699,Female,38,1,23.0,0,1-2 Year,Yes,32572.0,26.0,267,1
67e7611a1e62450149b1997c,25274,Female,35,1,40.0,0,> 2 Years,Yes,26227.0,124.0,290,0
67e760141e62450149b13726,100,Female,24,1,7.0,1,< 1 Year,Yes,2630.0,160.0,68,0
67e7604d1e62450149b14cb9,5623,Female,23,1,15.0,0,< 1 Year,Yes,23960.0,152.0,163,0
67e761bf1e62450149b1d9b0,41710,Male,38,1,35.0,0,1-2 Year,Yes,32284.0,26.0,175,0
67e7622b1e62450149b203fb,52537,Male,21,1,25.0,0,1-2 Year,Yes,2630.0,124.0,144,0
67e760d91e62450149b18008,18758,Male,25,1,15.0,0,< 1 Year,Yes,2630.0,154.0,28,0
67e761fb1e62450149b1f127,47717,Female,44,1,28.0,1,1-2 Year,No,2630.0,26.0,135,0
67e761a21e62450149b1ce69,38823,Female,21,1,13.0,1,< 1 Year,No,2630.0,152.0,77,0
67e761781e62450149b1bdf8,34614,Female,46,1,28.0,0,1-2 Year,Yes,41054.0,124.0,63,1
67e761be1e62450149b1d95f,41629,Female,45,1,41.0,0,> 2 Years,Yes,29336.0,154.0,208,0
67e761201e62450149b19bcf,25869,Female,27,1,28.0,1,< 1 Year,No,43183.0,152.0,49,0
67e760ad1e62450149b16ec3,14337,Male,41,1,48.0,0,> 2 Years,Yes,2630.0,124.0,93,0
67e761921e62450149b1c838,37238,Male,43,1,28.0,0,1-2 Year,Yes,20232.0,124.0,288,1
67e7602f1e62450149b140f3,2609,Male,28,1,41.0,1,< 1 Year,Yes,35209.0,152.0,286,0
67e762011e62450149b1f390,48334,Female,42,1,46.0,0,1-2 Year,No,2630.0,124.0,173,0
67e7606a1e62450149b157fd,8507,Female,28,1,29.0,0,1-2 Year,Yes,2630.0,156.0,80,0
67e761151e62450149b1977b,24761,Female,23,1,18.0,1,< 1 Year,No,34092.0,152.0,75,0
67e761d61e62450149b1e2ad,44011,Male,54,1,7.0,1,1-2 Year,No,34135.0,157.0,79,0
67e761b41e62450149b1d57a,40632,Male,54,1,30.0,0,1-2 Year,Yes,2630.0,124.0,185,0
67e761bd1e62450149b1d922,41568,Male,61,1,45.0,1,1-2 Year,No,32673.0,26.0,165,0
67e761241e62450149b19d42,26240,Male,37,1,33.0,1,1-2 Year,No,32370.0,60.0,175,0
67e7607c1e62450149b15f4e,10380,Female,25,1,29.0,1,< 1 Year,No,27274.0,152.0,155,0
67e761321e62450149b1a2e4,27682,Male,25,1,41.0,1,< 1 Year,No,29105.0,152.0,28,0
67e7608f1e62450149b166b9,12279,Male,23,1,46.0,1,< 1 Year,No,22489.0,152.0,101,0
67e760fb1e62450149b18d75,22195,Male,20,1,44.0,0,< 1 Year,Yes,2630.0,163.0,298,1
67e7615d1e62450149b1b375,31923,Female,24,1,34.0,0,< 1 Year,Yes,33515.0,26.0,187,0
67e761861e62450149b1c38e,36044,Male,47,1,28.0,0,1-2 Year,Yes,35231.0,124.0,29,1
67e760771e62450149b15d6b,9897,Female,23,1,34.0,0,< 1 Year,Yes,2630.0,152.0,165,1
67e761521e62450149b1af17,30805,Female,44,1,3.0,0,1-2 Year,Yes,20280.0,26.0,135,1
67e761b41e62450149b1d587,40645,Male,33,1,3.0,1,< 1 Year,No,2630.0,152.0,239,0
67e760431e62450149b14904,4674,Male,25,1,29.0,1,< 1 Year,No,32473.0,152.0,251,0
67e761b51e62450149b1d5d8,40726,Male,67,1,28.0,1,1-2 Year,No,70074.0,124.0,108,0
67e761801e62450149b1c166,35492,Male,30,1,35.0,0,< 1 Year,Yes,27243.0,152.0,66,1
67e761f71e62450149b1ef92,47312,Male,22,1,50.0,0,< 1 Year,Yes,49684.0,26.0,34,0
67e7619c1e62450149b1cc35,38259,Female,50,1,48.0,0,1-2 Year,Yes,2630.0,26.0,51,0
67e760da1e62450149b18095,18899,Female,24,1,41.0,0,< 1 Year,Yes,28802.0,152.0,127,1
67e761fd1e62450149b1f1e0,47902,Male,36,1,8.0,0,1-2 Year,Yes,29770.0,19.0,290,0
67e760601e62450149b1541e,7516,Female,21,1,8.0,1,< 1 Year,No,36844.0,160.0,97,0
67e760841e62450149b16262,11168,Male,25,1,28.0,1,< 1 Year,No,2630.0,160.0,110,0
67e760191e62450149b13856,404,Male,49,1,28.0,0,1-2 Year,Yes,37214.0,26.0,158,1
67e760b81e62450149b1730f,15437,Male,27,1,8.0,1,1-2 Year,No,45726.0,124.0,154,0
67e7609d1e62450149b16c43,13697,Female,25,1,3.0,1,< 1 Year,No,56228.0,152.0,129,0
67e760b11e62450149b1703f,14717,Female,28,1,28.0,1,< 1 Year,No,2630.0,152.0,194,0
67e762041e62450149b1f4fe,48700,Male,24,1,41.0,1,< 1 Year,No,36886.0,152.0,287,1
67e7605c1e62450149b152a3,7137,Female,26,1,25.0,0,< 1 Year,No,25296.0,152.0,254,0
67e761231e62450149b19cd7,26133,Female,30,1,30.0,0,< 1 Year,No,30100.0,152.0,72,0
67e761a71e62450149b1d094,39378,Male,62,1,35.0,0,1-2 Year,Yes,2630.0,124.0,286,0
67e7607e1e62450149b15fd7,10517,Female,59,1,41.0,1,1-2 Year,No,103372.0,152.0,232,0
67e7604d1e62450149b14cc7,5637,Male,52,1,35.0,0,1-2 Year,Yes,38237.0,26.0,103,0
67e761931e62450149b1c89d,37339,Male,72,1,29.0,0,1-2 Year,Yes,24812.0,124.0,51,0
67e760481e62450149b14b0c,5194,Female,37,1,41.0,1,1-2 Year,No,27162.0,152.0,211,0
67e760651e62450149b15603,8001,Male,21,1,50.0,1,< 1 Year,No,35279.0,152.0,238,0
67e761021e62450149b18fe0,22814,Female,20,1,47.0,0,< 1 Year,Yes,37623.0,160.0,103,0
67e760481e62450149b14ac6,5124,Male,40,1,43.0,1,1-2 Year,No,31576.0,124.0,262,0
67e760651e62450149b1565d,8091,Female,20,1,35.0,1,< 1 Year,No,30660.0,160.0,22,0
67e760541e62450149b14f8e,6348,Female,26,1,28.0,1,< 1 Year,No,42413.0,152.0,246,0
67e761941e62450149b1c911,37455,Female,79,1,28.0,1,1-2 Year,Yes,40814.0,124.0,40,0
67e760f61e62450149b18b2a,21608,Female,79,1,28.0,0,1-2 Year,Yes,43618.0,26.0,122,0
67e761391e62450149b1a557,28309,Male,43,1,28.0,0,1-2 Year,Yes,52177.0,26.0,174,0
67e760541e62450149b14f86,6340,Female,53,1,28.0,0,1-2 Year,Yes,31042.0,26.0,159,0
67e760ce1e62450149b17bd6,17684,Female,55,1,28.0,1,1-2 Year,No,42957.0,122.0,287,0
67e7607c1e62450149b15f29,10343,Female,29,1,28.0,0,1-2 Year,Yes,2630.0,157.0,16,0
67e7609c1e62450149b16bb7,13557,Male,25,1,10.0,1,< 1 Year,No,31359.0,152.0,141,0
67e760bb1e62450149b17432,15728,Male,25,1,3.0,1,< 1 Year,No,58098.0,152.0,58,0
67e760b11e62450149b1708c,14794,Female,22,1,47.0,1,< 1 Year,No,43674.0,152.0,221,0
67e761421e62450149b1a8e3,29217,Male,28,1,0.0,1,< 1 Year,No,2630.0,152.0,274,0
67e7620d1e62450149b1f846,49540,Male,67,1,41.0,0,> 2 Years,Yes,31067.0,25.0,49,0
67e7616e1e62450149b1ba30,33646,Female,25,1,18.0,1,< 1 Year,No,33770.0,152.0,264,0
67e760f31e62450149b18a26,21348,Male,56,1,8.0,0,1-2 Year,Yes,41447.0,26.0,192,0
67e761161e62450149b197d6,24852,Male,69,0,28.0,0,1-2 Year,Yes,45209.0,26.0,87,0
67e761a61e62450149b1cfeb,39209,Female,21,1,33.0,1,< 1 Year,No,26165.0,152.0,85,0
67e762061e62450149b1f58d,48843,Male,31,1,28.0,1,1-2 Year,No,32632.0,124.0,183,0
67e762091e62450149b1f6ba,49144,Male,22,1,47.0,0,< 1 Year,Yes,30126.0,152.0,250,0
67e761421e62450149b1a8d5,29203,Female,28,1,41.0,0,< 1 Year,Yes,22487.0,154.0,139,0
67e761701e62450149b1bae1,33823,Female,52,1,46.0,1,1-2 Year,No,27187.0,11.0,221,0
67e761a81e62450149b1d0dc,39450,Male,70,1,36.0,1,1-2 Year,No,47654.0,26.0,113,0
67e760351e62450149b1435b,3225,Female,23,1,11.0,1,< 1 Year,No,29040.0,152.0,204,0
67e760d11e62450149b17ce6,17956,Male,47,1,26.0,1,1-2 Year,No,26895.0,22.0,228,0
67e760861e62450149b1631c,11354,Female,26,1,37.0,1,< 1 Year,No,2630.0,160.0,124,0
67e761621e62450149b1b55f,32413,Female,31,1,40.0,1,1-2 Year,No,30301.0,124.0,65,0
67e761431e62450149b1a97e,29372,Male,47,1,28.0,1,1-2 Year,No,45066.0,125.0,119,0
67e762091e62450149b1f6a7,49125,Male,49,1,8.0,0,1-2 Year,No,2630.0,124.0,218,0
67e761381e62450149b1a514,28242,Female,38,1,46.0,0,1-2 Year,Yes,2630.0,156.0,256,0
67e7613f1e62450149b1a7ba,28920,Male,32,1,11.0,1,< 1 Year,No,31407.0,152.0,57,0
67e761ea1e62450149b1eac9,46087,Female,69,1,28.0,0,1-2 Year,Yes,50549.0,26.0,183,1
67e761281e62450149b19ee1,26655,Female,44,1,45.0,0,1-2 Year,Yes,29429.0,154.0,154,0
67e760e71e62450149b1859a,20184,Male,70,1,8.0,0,1-2 Year,Yes,32882.0,26.0,169,0
67e760c31e62450149b17792,16592,Female,42,1,15.0,0,1-2 Year,Yes,25595.0,26.0,274,1
67e760c41e62450149b177b1,16623,Male,32,1,48.0,0,< 1 Year,Yes,2630.0,124.0,53,0
67e760641e62450149b155f1,7983,Male,51,1,48.0,1,1-2 Year,No,2630.0,124.0,119,0
67e760c81e62450149b1798c,17098,Female,21,1,43.0,0,< 1 Year,Yes,28997.0,163.0,163,0
67e762231e62450149b200ea,51752,Female,24,1,41.0,1,< 1 Year,No,28175.0,152.0,257,0
67e760fa1e62450149b18cf9,22071,Female,46,1,28.0,0,1-2 Year,Yes,47479.0,26.0,188,1
67e761761e62450149b1bd73,34481,Male,44,1,2.0,0,1-2 Year,Yes,34301.0,124.0,177,0
67e761b31e62450149b1d4fd,40507,Male,75,1,28.0,0,1-2 Year,Yes,67866.0,26.0,139,0
67e7608d1e62450149b165d5,12051,Female,21,1,29.0,1,< 1 Year,No,33464.0,152.0,91,0
67e760d61e62450149b17eea,18472,Male,28,1,16.0,1,< 1 Year,No,22870.0,151.0,191,0
67e7604d1e62450149b14cf1,5679,Male,24,1,47.0,0,< 1 Year,Yes,48149.0,152.0,207,0
67e761eb1e62450149b1eb36,46196,Male,50,1,0.0,1,1-2 Year,No,2630.0,26.0,167,0
67e760651e62450149b15640,8062,Female,22,1,41.0,1,< 1 Year,No,23157.0,160.0,296,0
67e761781e62450149b1be3d,34683,Male,57,1,28.0,0,1-2 Year,Yes,36981.0,25.0,269,0
67e760731e62450149b15ba3,9441,Female,37,1,41.0,0,1-2 Year,Yes,36402.0,124.0,134,1
67e762061e62450149b1f590,48846,Male,47,1,28.0,0,1-2 Year,Yes,37800.0,122.0,236,1
67e762081e62450149b1f67e,49084,Male,65,1,46.0,1,1-2 Year,No,38303.0,26.0,49,0
67e761f51e62450149b1eece,47116,Female,62,1,28.0,0,1-2 Year,Yes,36440.0,122.0,285,1
67e760cc1e62450149b17af9,17463,Male,43,1,14.0,0,1-2 Year,Yes,37394.0,124.0,198,0
67e760541e62450149b14fa2,6368,Male,25,1,6.0,1,< 1 Year,No,30088.0,152.0,114,0
67e7617a1e62450149b1bf09,34887,Female,21,1,30.0,1,< 1 Year,No,25206.0,160.0,150,0
67e7602a1e62450149b13f04,2114,Male,23,1,46.0,1,< 1 Year,No,46983.0,152.0,75,0
67e760931e62450149b1681a,12632,Female,23,1,41.0,1,< 1 Year,No,25785.0,152.0,60,0
67e7616b1e62450149b1b906,33348,Male,24,1,29.0,0,< 1 Year,Yes,36975.0,151.0,256,0
67e761c41e62450149b1dbd7,42261,Male,35,1,15.0,1,1-2 Year,No,33547.0,152.0,12,0
67e761221e62450149b19ca5,26083,Male,44,1,28.0,1,1-2 Year,No,58445.0,26.0,110,0
67e761cd1e62450149b1df6f,43181,Female,23,1,41.0,1,< 1 Year,No,37338.0,152.0,129,0
67e762181e62450149b1fc75,50611,Female,20,1,47.0,0,< 1 Year,Yes,14146.0,160.0,286,0
67e761f21e62450149b1eda8,46822,Male,43,1,28.0,0,> 2 Years,Yes,28900.0,124.0,27,1
67e760621e62450149b15535,7795,Male,31,1,50.0,0,1-2 Year,Yes,2630.0,156.0,238,1
67e7622a1e62450149b203be,52476,Female,22,1,28.0,1,< 1 Year,Yes,32354.0,152.0,214,0
67e7603c1e62450149b1463b,3961,Female,32,1,28.0,1,< 1 Year,No,41943.0,152.0,18,0
67e760451e62450149b149dc,4890,Male,49,1,33.0,1,1-2 Year,No,2630.0,160.0,108,0
67e761cc1e62450149b1df02,43072,Female,25,1,36.0,1,< 1 Year,No,2630.0,26.0,138,0
67e761891e62450149b1c49a,36312,Female,24,1,11.0,1,< 1 Year,No,25914.0,152.0,71,0
67e7619c1e62450149b1cc27,38245,Female,22,1,14.0,1,< 1 Year,No,30056.0,26.0,101,0
67e760b51e62450149b1721b,15193,Female,23,1,46.0,1,< 1 Year,No,23740.0,152.0,254,0
67e7607c1e62450149b15f57,10389,Female,26,1,28.0,0,< 1 Year,Yes,44147.0,152.0,278,0
67e761801e62450149b1c14c,35466,Male,40,1,28.0,1,1-2 Year,No,2630.0,124.0,209,0
67e7615b1e62450149b1b2dc,31770,Female,54,1,8.0,0,1-2 Year,Yes,41827.0,26.0,105,0
67e760951e62450149b16918,12886,Male,26,1,28.0,1,< 1 Year,No,2630.0,151.0,79,0
67e760e91e62450149b18645,20355,Male,43,1,28.0,0,1-2 Year,Yes,47007.0,122.0,153,1
67e761a51e62450149b1cf84,39106,Female,32,1,29.0,1,< 1 Year,No,21090.0,152.0,66,0
67e761741e62450149b1bc90,34254,Female,45,1,28.0,0,1-2 Year,Yes,61241.0,26.0,146,1
67e7607b1e62450149b15eb3,10225,Male,66,1,41.0,0,1-2 Year,Yes,44855.0,12.0,165,0
67e7608b1e62450149b16532,11888,Male,22,1,28.0,0,< 1 Year,Yes,31837.0,152.0,247,0
67e7605e1e62450149b15376,7348,Male,39,1,0.0,0,1-2 Year,No,2630.0,26.0,105,0
67e760bb1e62450149b17447,15749,Male,52,1,28.0,0,1-2 Year,Yes,32953.0,26.0,233,0
67e760881e62450149b163df,11549,Female,49,1,24.0,0,1-2 Year,Yes,32256.0,154.0,290,0
67e761dc1e62450149b1e51e,44636,Female,46,1,50.0,0,1-2 Year,Yes,24231.0,8.0,26,0
67e7621e1e62450149b1fed0,51214,Female,51,1,35.0,0,1-2 Year,Yes,37169.0,124.0,179,1
67e760301e62450149b14171,2735,Female,35,1,40.0,0,1-2 Year,No,24543.0,124.0,250,0
67e7621e1e62450149b1ff1b,51289,Male,41,1,3.0,0,1-2 Year,Yes,24742.0,124.0,152,1
67e761901e62450149b1c75d,37019,Male,53,1,8.0,0,1-2 Year,Yes,2630.0,124.0,63,1
67e762041e62450149b1f4d0,48654,Male,26,1,27.0,0,< 1 Year,Yes,28414.0,152.0,95,0
67e7613e1e62450149b1a779,28855,Male,28,1,41.0,1,< 1 Year,No,17774.0,152.0,178,0
67e761751e62450149b1bd10,34382,Male,75,1,31.0,0,> 2 Years,Yes,2630.0,26.0,216,0
67e760261e62450149b13dab,1769,Female,45,1,43.0,0,1-2 Year,Yes,2630.0,157.0,173,0
67e761f91e62450149b1f0a8,47590,Male,41,1,47.0,0,1-2 Year,Yes,36066.0,16.0,136,0
67e760c01e62450149b17667,16293,Female,34,1,30.0,1,1-2 Year,No,23495.0,124.0,40,0
67e7608b1e62450149b164fa,11832,Male,38,1,33.0,1,1-2 Year,No,26851.0,124.0,282,0
67e761fb1e62450149b1f16a,47784,Female,50,1,28.0,0,1-2 Year,No,43410.0,26.0,244,0
67e760d81e62450149b17f9a,18648,Male,23,1,15.0,0,< 1 Year,Yes,40534.0,152.0,86,0
67e761471e62450149b1aad2,29712,Male,38,1,13.0,0,1-2 Year,Yes,29090.0,124.0,258,0
67e760bb1e62450149b17441,15743,Female,55,1,8.0,1,1-2 Year,No,30105.0,26.0,289,0
67e7610c1e62450149b193cb,23817,Female,32,1,49.0,0,1-2 Year,Yes,26619.0,156.0,97,1
67e7614d1e62450149b1ad21,30303,Male,22,1,37.0,1,< 1 Year,No,52358.0,152.0,199,0
67e760bd1e62450149b174df,15901,Male,24,1,15.0,0,< 1 Year,Yes,28303.0,152.0,30,0
67e761461e62450149b1aa92,29648,Male,24,1,8.0,1,< 1 Year,No,33656.0,26.0,63,0
67e761351e62450149b1a3f4,27954,Female,71,1,28.0,1,1-2 Year,Yes,32137.0,122.0,159,0
67e761bc1e62450149b1d8a6,41444,Male,23,1,49.0,0,< 1 Year,No,2630.0,122.0,127,0
67e761081e62450149b19251,23439,Female,24,1,46.0,1,< 1 Year,No,26547.0,160.0,220,0
67e760f51e62450149b18af5,21555,Male,70,1,28.0,1,1-2 Year,No,32261.0,26.0,186,0
67e7602e1e62450149b1408f,2509,Female,26,1,8.0,1,< 1 Year,No,39658.0,152.0,235,0
67e761661e62450149b1b6ec,32810,Female,24,1,41.0,0,< 1 Year,Yes,32807.0,152.0,44,0
67e760ba1e62450149b173d5,15635,Male,62,1,4.0,0,1-2 Year,Yes,30906.0,26.0,177,0
67e760dd1e62450149b18167,19109,Male,38,1,35.0,0,1-2 Year,Yes,2630.0,124.0,196,1
67e761211e62450149b19c17,25941,Female,56,1,28.0,1,1-2 Year,No,40528.0,52.0,232,0
67e7617a1e62450149b1bece,34828,Female,25,1,9.0,1,< 1 Year,No,36836.0,152.0,84,0
67e7602b1e62450149b13f6e,2220,Male,20,1,8.0,1,< 1 Year,No,35415.0,160.0,160,0
67e760261e62450149b13d76,1716,Male,25,1,25.0,0,< 1 Year,Yes,12368.0,152.0,275,0
67e761ad1e62450149b1d2c5,39939,Female,58,1,11.0,1,1-2 Year,No,2630.0,120.0,137,0
67e761f61e62450149b1ef5c,47258,Male,49,1,48.0,1,1-2 Year,No,2630.0,124.0,258,0
67e761d01e62450149b1e0ac,43498,Female,79,0,46.0,0,1-2 Year,No,2630.0,26.0,88,0
67e761b21e62450149b1d4d4,40466,Female,23,1,36.0,1,< 1 Year,No,28845.0,152.0,229,0
67e7601c1e62450149b139bc,762,Female,40,1,28.0,0,1-2 Year,Yes,2630.0,124.0,197,1
67e760831e62450149b161cf,11021,Female,60,1,8.0,0,1-2 Year,No,32066.0,124.0,139,0
67e762231e62450149b200f4,51762,Male,21,1,46.0,1,< 1 Year,No,33126.0,152.0,10,0
67e7604b1e62450149b14be2,5408,Female,25,1,30.0,1,< 1 Year,No,28159.0,152.0,185,0
67e760661e62450149b156bc,8186,Male,55,1,8.0,1,1-2 Year,No,60994.0,124.0,196,0
67e760a61e62450149b16ca0,13790,Male,43,1,28.0,0,1-2 Year,Yes,41034.0,124.0,260,1
67e7622b1e62450149b203dc,52506,Female,22,1,33.0,1,< 1 Year,No,23804.0,152.0,108,0
67e761b41e62450149b1d578,40630,Male,39,1,33.0,1,1-2 Year,No,2630.0,156.0,228,0
67e760951e62450149b1690b,12873,Male,22,1,27.0,0,< 1 Year,Yes,2630.0,152.0,27,1
67e7612b1e62450149b19fe1,26911,Female,56,1,20.0,0,1-2 Year,Yes,2630.0,26.0,176,0
67e7620e1e62450149b1f8d6,49684,Male,35,1,46.0,0,1-2 Year,No,2630.0,152.0,203,0
67e760cb1e62450149b17aae,17388,Female,27,1,10.0,1,< 1 Year,No,18679.0,152.0,242,0
67e760bf1e62450149b17601,16191,Female,23,1,28.0,1,< 1 Year,No,31336.0,152.0,126,0
67e7607b1e62450149b15eda,10264,Female,35,1,50.0,0,1-2 Year,Yes,25500.0,154.0,203,0
67e761711e62450149b1bb40,33918,Female,49,1,28.0,0,> 2 Years,Yes,38623.0,26.0,239,1
67e7602b1e62450149b13f94,2258,Female,45,1,28.0,0,1-2 Year,Yes,2630.0,157.0,112,1
67e761861e62450149b1c392,36048,Female,21,1,41.0,0,< 1 Year,Yes,44896.0,152.0,42,0
67e7606d1e62450149b1593e,8828,Female,64,1,0.0,0,1-2 Year,Yes,2630.0,26.0,27,0
67e761541e62450149b1afe0,31006,Male,59,1,40.0,1,1-2 Year,No,42833.0,124.0,287,0
67e761471e62450149b1ab17,29781,Female,49,1,28.0,1,1-2 Year,No,32996.0,122.0,287,0
67e760f41e62450149b18a62,21408,Female,24,1,8.0,1,< 1 Year,No,57696.0,152.0,159,0
67e762281e62450149b202eb,52265,Female,21,1,14.0,0,< 1 Year,Yes,31552.0,152.0,52,0
67e761cc1e62450149b1deed,43051,Male,41,1,28.0,0,1-2 Year,Yes,40843.0,124.0,90,0
67e761401e62450149b1a813,29009,Male,60,0,28.0,1,1-2 Year,No,47426.0,26.0,113,0
67e760bb1e62450149b17436,15732,Female,73,1,8.0,0,1-2 Year,Yes,28016.0,124.0,230,0
67e7618c1e62450149b1c5c6,36612,Male,22,1,45.0,0,< 1 Year,Yes,2630.0,152.0,121,0
67e7607a1e62450149b15e71,10159,Male,60,1,7.0,1,1-2 Year,No,2630.0,26.0,26,0
67e7618b1e62450149b1c5a3,36577,Female,45,1,28.0,0,1-2 Year,Yes,39453.0,26.0,107,0
67e7601a1e62450149b138dd,539,Male,41,1,28.0,0,1-2 Year,Yes,44898.0,124.0,154,0
67e761931e62450149b1c87e,37308,Female,26,1,28.0,1,< 1 Year,No,38537.0,152.0,84,0
67e7612a1e62450149b19fba,26872,Female,30,1,15.0,0,< 1 Year,No,25880.0,26.0,243,0
67e761cc1e62450149b1df15,43091,Female,39,1,28.0,0,1-2 Year,Yes,52320.0,124.0,67,0
67e7612a1e62450149b19f7a,26808,Female,23,1,3.0,1,< 1 Year,No,22653.0,152.0,46,0
67e761301e62450149b1a21e,27484,Male,49,1,28.0,0,1-2 Year,No,2630.0,26.0,276,0
67e7610c1e62450149b193c9,23815,Male,27,1,41.0,1,< 1 Year,No,39863.0,152.0,229,0
67e760cf1e62450149b17be9,17703,Female,25,1,36.0,1,< 1 Year,No,42190.0,152.0,156,0
67e761391e62450149b1a55c,28314,Male,64,1,28.0,0,1-2 Year,No,46024.0,124.0,269,0
67e760d71e62450149b17f57,18581,Male,41,1,28.0,0,1-2 Year,Yes,2630.0,124.0,56,0
67e761b81e62450149b1d73a,41080,Female,23,1,29.0,1,< 1 Year,No,27003.0,152.0,149,0
67e762041e62450149b1f4bf,48637,Female,42,1,28.0,1,1-2 Year,No,48694.0,52.0,77,0
67e761321e62450149b1a2c2,27648,Male,21,1,24.0,0,< 1 Year,Yes,37083.0,152.0,75,0
67e7607c1e62450149b15f27,10341,Female,29,1,36.0,1,< 1 Year,No,25437.0,152.0,190,0
67e760ac1e62450149b16e51,14223,Male,48,1,28.0,0,1-2 Year,Yes,43410.0,124.0,120,0
67e7617d1e62450149b1c023,35169,Male,57,1,28.0,0,1-2 Year,Yes,52501.0,26.0,218,0
67e761731e62450149b1bbfd,34107,Male,43,1,2.0,1,1-2 Year,No,2630.0,124.0,16,0
67e760cb1e62450149b17ab2,17392,Female,23,1,8.0,1,< 1 Year,No,50619.0,152.0,193,0
67e761221e62450149b19c83,26049,Female,41,1,28.0,0,1-2 Year,Yes,42761.0,26.0,276,0
67e7612c1e62450149b1a092,27088,Female,44,1,37.0,0,1-2 Year,Yes,2630.0,152.0,263,0
67e760481e62450149b14b02,5184,Female,46,1,33.0,0,1-2 Year,Yes,45694.0,26.0,250,0
67e760761e62450149b15cde,9756,Female,42,1,28.0,0,1-2 Year,Yes,24452.0,60.0,132,0
67e761fa1e62450149b1f10f,47693,Male,43,1,28.0,0,> 2 Years,Yes,42938.0,26.0,84,1
67e761b31e62450149b1d559,40599,Female,23,1,15.0,1,< 1 Year,No,34580.0,152.0,282,0
67e760b51e62450149b17218,15190,Female,41,1,28.0,1,1-2 Year,No,34826.0,23.0,161,0
67e7617c1e62450149b1bfa7,35045,Male,23,1,15.0,1,< 1 Year,No,25349.0,152.0,242,0
67e761541e62450149b1b02e,31084,Female,25,1,36.0,1,< 1 Year,Yes,2630.0,152.0,219,0
67e760611e62450149b15473,7601,Male,21,1,40.0,0,< 1 Year,Yes,32554.0,152.0,107,0
67e762151e62450149b1fb49,50311,Male,21,1,36.0,0,< 1 Year,Yes,32164.0,160.0,186,0
67e761cc1e62450149b1df0e,43084,Female,23,1,8.0,1,< 1 Year,Yes,2630.0,152.0,276,0
67e761321e62450149b1a2ab,27625,Female,30,1,28.0,0,1-2 Year,Yes,28819.0,122.0,52,1
67e7608a1e62450149b16491,11727,Male,56,1,33.0,0,1-2 Year,No,2630.0,26.0,234,0
67e761711e62450149b1bb5a,33944,Male,46,1,28.0,0,1-2 Year,Yes,33718.0,124.0,134,0
67e761141e62450149b196fe,24636,Male,22,1,32.0,0,< 1 Year,No,32146.0,152.0,92,0
67e7613f1e62450149b1a7e2,28960,Male,56,1,29.0,0,1-2 Year,Yes,2630.0,156.0,250,0
67e761ac1e62450149b1d28c,39882,Male,64,1,33.0,0,1-2 Year,No,33290.0,124.0,147,0
67e760ed1e62450149b187b3,20721,Male,47,1,28.0,0,> 2 Years,Yes,52948.0,26.0,80,0
67e760fd1e62450149b18e0c,22346,Male,68,1,28.0,0,1-2 Year,No,2630.0,124.0,89,0
67e760951e62450149b16912,12880,Female,24,1,6.0,1,< 1 Year,No,25532.0,152.0,171,0
67e761631e62450149b1b5c4,32514,Female,28,1,46.0,0,1-2 Year,No,2630.0,156.0,288,0
67e761441e62450149b1a9f5,29491,Female,41,1,28.0,0,> 2 Years,Yes,43511.0,124.0,198,1
67e760961e62450149b16972,12976,Female,25,1,3.0,1,< 1 Year,No,2630.0,152.0,76,0
67e760b51e62450149b17217,15189,Female,46,1,37.0,1,1-2 Year,No,32889.0,26.0,138,0
67e760901e62450149b16723,12385,Female,23,1,28.0,0,< 1 Year,Yes,48491.0,152.0,192,0
67e761b01e62450149b1d3d3,40209,Female,42,1,18.0,0,1-2 Year,Yes,2630.0,156.0,44,0
67e760751e62450149b15c6d,9643,Male,63,1,28.0,0,1-2 Year,Yes,52859.0,26.0,19,0
67e762071e62450149b1f5d9,48919,Female,43,1,28.0,0,1-2 Year,Yes,27643.0,124.0,251,0
67e760581e62450149b1514f,6797,Male,23,1,17.0,1,< 1 Year,No,51483.0,152.0,46,0
67e761141e62450149b19705,24643,Female,42,1,28.0,0,1-2 Year,Yes,65951.0,26.0,247,1
67e760931e62450149b1683f,12669,Male,22,1,2.0,1,< 1 Year,No,27987.0,152.0,269,0
67e7608f1e62450149b166cd,12299,Male,67,1,43.0,0,1-2 Year,Yes,28946.0,26.0,299,0
67e7602f1e62450149b14112,2640,Female,22,1,8.0,0,< 1 Year,Yes,47186.0,152.0,170,0
67e760bc1e62450149b1747c,15802,Male,23,1,36.0,1,< 1 Year,No,31865.0,152.0,61,0
67e7615e1e62450149b1b3c7,32005,Male,25,1,8.0,0,1-2 Year,Yes,39369.0,156.0,136,1
67e761731e62450149b1bc54,34194,Male,44,1,28.0,0,1-2 Year,Yes,2630.0,26.0,17,0
67e7613e1e62450149b1a747,28805,Female,33,1,28.0,0,1-2 Year,Yes,2630.0,157.0,228,0
